SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,CUDA_cpu,CUDA_wall,CUDASimd_cpu,CUDASimd_wall
966881,966922,357895,357893,5.81166e+06,92496,3.22667e+06,83630,996,1005,855,861
966525,966536,354073,354085,4.96929e+06,22974,4.26779e+06,17464,1003,1010,851,856
954136,954147,354641,354767,5.39764e+06,97830,3.72652e+06,90412,996,1001,850,855
965679,965835,355572,355865,4.21313e+06,87149,3.78791e+06,17549,989,994,853,860
919422,919432,354174,354183,6.60936e+06,106680,3.90591e+06,86745,988,994,857,863
907039,907054,357000,357007,4.96682e+06,90960,3.73312e+06,88447,989,994,860,867
914615,914608,344247,344244,5.66756e+06,99169,3.92889e+06,16996,987,992,856,861
904429,904472,343007,343004,5.68011e+06,27235,3.64243e+06,86965,988,993,851,855
851658,851695,345988,346017,4.90454e+06,88873,3.83534e+06,17129,989,995,854,860
851858,851867,350015,350013,4.19269e+06,87380,3.07432e+06,86806,988,993,857,862
853422,853452,354033,354092,5.99669e+06,99714,3.70121e+06,90964,990,994,854,859
854821,854822,354360,354358,5.72938e+06,99337,3.92518e+06,17073,989,994,850,855
847572,847582,353965,353963,5.62386e+06,95916,3.89132e+06,86483,996,1004,854,859
939210,939244,354144,354157,5.60362e+06,26040,3.87074e+06,17385,1005,1012,850,855
966204,966197,352414,352413,5.70477e+06,96971,3.53627e+06,88037,997,1002,859,864
994542,994546,351075,351073,5.70262e+06,96106,3.80863e+06,90254,989,994,858,863
965979,966050,354367,354393,5.57459e+06,99441,3.85736e+06,17293,996,1004,852,857
965830,965835,354172,354170,4.98748e+06,87750,3.72184e+06,84160,997,1003,854,860
1.0278e+06,1.02786e+06,354694,354692,5.8304e+06,97114,3.85893e+06,16906,990,995,862,868
920990,921060,354087,354136,5.64297e+06,100564,3.79813e+06,94002,987,992,858,864
897751,897754,354108,354107,5.68556e+06,96819,3.85658e+06,17393,997,1005,855,860
910040,910055,358983,358981,5.70076e+06,101736,3.68908e+06,84319,1000,1007,852,857
924656,924713,355956,355997,5.72187e+06,27293,3.25167e+06,86408,998,1003,855,861
878165,878158,354093,354091,5.01824e+06,85818,3.80792e+06,17368,989,994,860,866
852899,852903,354287,354419,4.39272e+06,89892,2.76111e+06,83361,999,1005,857,862
834626,834671,354507,354505,6.06839e+06,99451,4.2637e+06,17036,1003,1010,850,855
835495,835556,354543,354542,5.74546e+06,98508,3.78076e+06,92093,995,1000,857,861
924677,924681,357661,357678,6.97678e+06,101999,3.82204e+06,16936,988,993,853,859
899796,899810,354742,354740,4.15232e+06,92909,3.17609e+06,83271,996,1002,853,859
938562,938614,354253,354251,5.54789e+06,27669,3.81151e+06,92395,1000,1007,850,856
966634,966636,356299,356447,5.45292e+06,90368,3.5316e+06,17984,995,1000,852,857
998243,998270,354352,354363,5.4557e+06,94778,3.61938e+06,82401,990,994,853,860
966375,966445,354300,354298,4.65346e+06,90386,3.74013e+06,17621,995,1001,859,865
967420,967424,354207,354205,5.81442e+06,102677,3.77507e+06,88898,999,1006,856,862
940716,940729,354244,354242,5.66632e+06,97036,3.79581e+06,17205,996,1000,857,862
900356,900349,354374,354372,5.70487e+06,26473,3.20152e+06,83036,989,994,855,861
967206,967349,351271,351269,5.69671e+06,91585,3.74572e+06,90148,998,1005,855,861
957683,957684,331881,331879,5.64334e+06,100693,3.86563e+06,17316,1003,1010,856,862
965409,965432,348820,348823,5.01698e+06,88634,3.76409e+06,85782,994,999,850,855
966334,966472,354163,354161,6.06485e+06,101545,3.85984e+06,17162,988,993,855,861
966398,966458,355114,355113,4.54883e+06,90937,3.75725e+06,89301,997,1003,861,868
966392,966453,354430,354427,5.52835e+06,100122,3.7864e+06,17140,999,1006,861,867
967722,967735,354127,354179,5.80936e+06,98449,3.89521e+06,86797,996,1001,859,864
967030,967057,344785,344783,5.72297e+06,23735,3.86677e+06,89632,988,993,856,861
1.01166e+06,1.01171e+06,354149,354146,5.69302e+06,95994,3.84797e+06,17182,989,995,856,862
1.00594e+06,1.00595e+06,354372,354398,4.67508e+06,88228,3.74487e+06,88741,988,992,859,866
1.0414e+06,1.04143e+06,354155,354152,5.31963e+06,97222,3.79771e+06,91205,987,991,857,863
970831,970874,354298,354296,5.85202e+06,97431,3.86608e+06,18044,989,994,856,863
967964,967970,356028,356052,5.34109e+06,95554,3.15984e+06,81762,989,994,857,863
963585,963597,361119,361118,5.88953e+06,100749,4.11638e+06,17695,989,993,858,864
967320,967390,361050,361048,5.66134e+06,26995,3.65855e+06,86681,1018,994,856,862
969737,969745,361963,362021,5.70491e+06,97295,3.88896e+06,17385,988,993,859,865
969036,969051,359295,359331,5.47757e+06,93975,3.83661e+06,91066,987,993,859,865
967626,967660,361048,361085,4.52556e+06,86668,3.4889e+06,87259,989,994,857,863
977607,977614,360944,361345,5.7891e+06,98039,3.98668e+06,17593,988,992,858,864
967555,967547,357685,357684,5.44373e+06,99174,3.06658e+06,83292,990,995,862,869
967770,967794,358083,358082,5.79084e+06,98696,3.83651e+06,17249,987,993,857,863
966500,966529,359050,359049,5.67091e+06,27342,3.05398e+06,93762,989,994,858,864
966461,966465,359246,359260,5.4612e+06,91617,2.69601e+06,20433,987,992,858,864
966664,966676,356587,356586,5.62033e+06,98731,2.68018e+06,72088,990,995,861,867
966414,966447,353863,353861,4.55359e+06,87469,5.64566e+06,93790,988,993,858,863
